numero,variable,langue,phrase
20,14,français,Mon ami m'a dit qu'une proposition pour suggérait d'augmenter les avantages sociaux des employés hier soir .
21,14,français,Elle ne peut pas croire qu'une conférence sur a eu lieu en ville au printemps dernier .
1,15,français,Je sais ce qu'une indication de dépression nous a amenés à recommander un traitement hier soir.
2,15,français,Je me souviens qui le cadeau pour Mary a côté beaucoup d'argent à la dernière minute .
3,15,français,Le journal a rapporté qui le roman par le célèbre auteur a reçu des critiques favorables dans la presse .
4,15,français,Je sais qui le tableau de Monet a atteint un prix élevé lors d'une vente aux enchères l'année dernière .
5,15,français,Vous vous souvenez ce que les instructions pour le sous-marin sont tombées dans le four à notre grand regret .
6,15,français,Elle m'a dit ce qu'une allergie aux arachides l'amène à éviter de sortir au restaurant depuis qu'il était jeune .
7,15,français,Elle sait qui la livraison pour Sarah est arrivée vers midi mardi dernier .
8,15,français,Nous nous souvenons tous qui le colis pour Robert s'est perdu dans le courrier pendant la ruée vers les vacances .
9,15,français,Mon ami m'a rapporté qui la symphonie de Mozart a ému ma mère aux larmes hier soir .
10,15,français,J'ai une idée qui la pièce du comédien amateur m'a bouleversé hier soir. 
11,15,français,Elle peut deviner ce qu'un avant-propos pour le nouveau manuscrit a affirmé qu'Elvis est toujours en vie pendant le week-end .
12,15,français,Le journal a rapporté ce qu'un mélange de l'huile et du vinaigre était utilisé pour la vinaigrette à chaque fois qu'elle cuisinait. 
13,15,français,Nous rappelons ce qu'une critique de l'industrie des combustibles fossiles a trouvé un soutien en ligne en fin d'après-midi .
14,15,français,Je me souviens qui une diatribe contre le maire a été publiée dans le journal local hier soir .
15,15,français,Notre ami a deviné qui une photo du condamné est apparue dans le journal hier après-midi .
16,15,français,Le maire m'a dit qui une photo du général avait été prise par le correspondant de guerre deux jours après la bataille .
17,15,français,Mon ami se souvient ce qu'une description de la vie de l'abbaye n'avait pas été appréciée par l'évÍque il y a plus d'un an .
18,15,français,Le journal a dit qui le cadeau pour Simon avait été importé d'Italie pendant mes vacances .
19,15,français,Notre voisin a dit ce que l'argument sur la garde des enfants a déchiré leur mariage hier .
20,15,français,Mon ami m'a dit qui une proposition pour le conseil d'administration suggérait d'augmenter les avantages sociaux des employés hier soir .
21,15,français,Elle ne peut pas croire ce qu'une conférence sur l'évolution des cellules a eu lieu en ville au printemps dernier .
1,16,français,Je sais ce qu'une indication de nous a amenés à recommander un traitement hier soir.
2,16,français,Je me souviens qui le cadeau pour a côté beaucoup d'argent à la dernière minute .
3,16,français,Le journal a rapporté qui le roman par a reçu des critiques favorables dans la presse .
4,16,français,Je sais qui le tableau de a atteint un prix élevé lors d'une vente aux enchères l'année dernière .
5,16,français,Vous vous souvenez ce que les instructions pour sont tombées dans le four à notre grand regret .
6,16,français,Elle m'a dit ce qu'une allergie aux l'amène à éviter de sortir au restaurant depuis qu'il était jeune .
7,16,français,Elle sait qui la livraison pour est arrivée vers midi mardi dernier .
8,16,français,Nous nous souvenons tous qui le colis pour s'est perdu dans le courrier pendant la ruée vers les vacances .
9,16,français,Mon ami m'a rapporté qui la symphonie de a ému ma mère aux larmes hier soir .
10,16,français,Jíai une idée qui la pièce du m'a bouleversé hier soir. 
11,16,français,Elle peut deviner ce qu'un avant-propos pour a affirmé qu'Elvis est toujours en vie pendant le week-end .
12,16,français,Le journal a rapporté ce qu'un mélange de était utilisé pour la vinaigrette à chaque fois qu'elle cuisinait. 
13,16,français,Nous rappelons ce qu'une critique de a trouvé un soutien en ligne en fin d'après-midi.
14,16,français,Je me souviens qui une diatribe contre a été publiée dans le journal local hier soir .
15,16,français,Notre ami a deviné qui une photo du est apparue dans le journal hier après-midi .
16,16,français,Le maire m'a dit qui une photo de avait été prise par le correspondant de guerre deux jours après la bataille .
17,16,français,Mon ami se souvient ce qu'une description de n'avait pas été appréciée par l'évÍque il y a plus d'un an .
18,16,français,Le journal a dit qui le cadeau pour avait été importé d'Italie pendant mes vacances .
19,16,français,Notre voisin a dit ce que l'argument sur a déchiré leur mariage hier .
20,16,français,Mon ami m'a dit qui une proposition pour suggérait d'augmenter les avantages sociaux des employés hier soir .
21,16,français,Elle ne peut pas croire ce qu'une conférence sur a eu lieu en ville au printemps dernier .
