numero,variable,langue,phrase
6,16,français,Elle m'a dit ce qu'il a eu une allergie depuis qu'il était jeune .
7,16,français,Elle sait qui le portier a accepté la livraison pour mardi dernier .
8,16,français,Nous nous souvenons tous qui le facteur a perdu le colis pour dans la ruée des vacances . 
9,16,français,Mon ami m'a rapporté qui nous avons écouté la symphonie de hier soir . 
10,16,français,J'ai une idée à propos qui j'ai vu la pièce du hier soir .
11,16,français,Elle peut deviner ce que mon ami a écrit un avant-propos pour pendant le week-end .
12,16,français,Le journal a rapporté ce qu'elle préparait la vinaigrette à partir de à chaque fois qu'elle cuisinait .  
13,16,français,Nous rappelons ce que le blogueur a rédigé une critique de en fin d'après-midi .
14,16,français,Je me souviens qui le politicien a écrit une diatribe contre hier soir .
15,16,français,Notre ami a deviné qui nous avons vu une photo du hier après-midi . 
16,16,français,Le maire m'a dit qui les journaux ont imprimé une photo du deux jours après la bataille .
17,16,français,Mon ami se souvient ce que le moine a rédigé une description de il y a plus d'un an . 
18,16,français,Le journal a dit qui j'ai choisi le cadeau pour pendant mes vacances .  
19,16,français,Notre voisine a dit ce qu'elle a gagné l'argument sur hier .
20,16,français,Mon ami m'a dit qu'il a écrit une proposition pour hier soir .
21,16,français,Elle ne peut pas croire ce que nous avons assisté à une conférence sur au printemps dernier .
