numero,variable,langue,phrase
2,23,français,
3,23,français,
4,23,français,
5,23,français,
6,23,français,
7,23,français,
8,23,français,
9,23,français,
10,23,français,
11,23,français,
12,23,français,
13,23,français,
14,23,français,
15,23,français,
16,23,français,
17,23,français,
18,23,français,
19,23,français,
1,24,français,
2,24,français,
3,24,français,
4,24,français,
5,24,français,
6,24,français,
7,24,français,
8,24,français,
9,24,français,
10,24,français,
11,24,français,
12,24,français,
13,24,français,
14,24,français,
15,24,français,
16,24,français,
17,24,français,
18,24,français,
19,24,français,
1,25,français,
2,25,français,
3,25,français,
4,25,français,
5,25,français,
6,25,français,
7,25,français,
8,25,français,
9,25,français,
10,25,français,
11,25,français,
12,25,français,
13,25,français,
14,25,français,
15,25,français,
16,25,français,
17,25,français,
18,25,français,
19,25,français,
1,26,français,
2,26,français,
3,26,français,
4,26,français,
5,26,français,
6,26,français,
7,26,français,
8,26,français,
9,26,français,
10,26,français,
11,26,français,
12,26,français,
13,26,français,
14,26,français,
15,26,français,
16,26,français,
17,26,français,
18,26,français,
19,26,français,
1,27,français,
2,27,français,
3,27,français,
4,27,français,
5,27,français,
6,27,français,
7,27,français,
8,27,français,
9,27,français,
10,27,français,
11,27,français,
12,27,français,
13,27,français,
14,27,français,
15,27,français,
16,27,français,
17,27,français,
18,27,français,
19,27,français,
1,28,français,
2,28,français,
3,28,français,
4,28,français,
5,28,français,
6,28,français,
7,28,français,
8,28,français,
9,28,français,
10,28,français,
11,28,français,
12,28,français,
13,28,français,
14,28,français,
15,28,français,
16,28,français,
17,28,français,
18,28,français,
19,28,français,
1,29,français,
2,29,français,
3,29,français,
4,29,français,
5,29,français,
6,29,français,
7,29,français,
8,29,français,
9,29,français,
10,29,français,
11,29,français,
12,29,français,
13,29,français,
14,29,français,
15,29,français,
16,29,français,
17,29,français,
18,29,français,
19,29,français,
1,30,français,
2,30,français,
3,30,français,
4,30,français,
5,30,français,
6,30,français,
7,30,français,
8,30,français,
9,30,français,
10,30,français,
11,30,français,
12,30,français,
13,30,français,
14,30,français,
15,30,français,
16,30,français,
17,30,français,
18,30,français,
19,30,français,
1,31,français,
2,31,français,
3,31,français,
4,31,français,
5,31,français,
6,31,français,
7,31,français,
8,31,français,
9,31,français,
10,31,français,
11,31,français,
12,31,français,
13,31,français,
14,31,français,
15,31,français,
16,31,français,
17,31,français,
18,31,français,
19,31,français,
1,32,français,
2,32,français,
3,32,français,
4,32,français,
5,32,français,
6,32,français,
7,32,français,
8,32,français,
9,32,français,
10,32,français,
11,32,français,
12,32,français,
13,32,français,
14,32,français,
15,32,français,
16,32,français,
17,32,français,
18,32,français,
19,32,français,
1,33,français,
2,33,français,
3,33,français,
4,33,français,
5,33,français,
6,33,français,
7,33,français,
8,33,français,
9,33,français,
10,33,français,
11,33,français,
12,33,français,
13,33,français,
14,33,français,
15,33,français,
16,33,français,
17,33,français,
18,33,français,
19,33,français,
1,34,français,
2,34,français,
3,34,français,
4,34,français,
5,34,français,
6,34,français,
7,34,français,
8,34,français,
9,34,français,
10,34,français,
11,34,français,
12,34,français,
13,34,français,
14,34,français,
15,34,français,
16,34,français,
17,34,français,
18,34,français,
19,34,français,
1,35,français,
2,35,français,
3,35,français,
4,35,français,
5,35,français,
6,35,français,
7,35,français,
8,35,français,
9,35,français,
10,35,français,
11,35,français,
12,35,français,
13,35,français,
14,35,français,
15,35,français,
16,35,français,
17,35,français,
18,35,français,
19,35,français,
1,36,français,
2,36,français,
3,36,français,
4,36,français,
5,36,français,
6,36,français,
7,36,français,
8,36,français,
9,36,français,
10,36,français,
11,36,français,
12,36,français,
13,36,français,
14,36,français,
15,36,français,
16,36,français,
17,36,français,
18,36,français,
19,36,français,
1,37,français,
2,37,français,
3,37,français,
4,37,français,
5,37,français,
6,37,français,
7,37,français,
8,37,français,
9,37,français,
10,37,français,
11,37,français,
12,37,français,
13,37,français,
14,37,français,
15,37,français,
16,37,français,
17,37,français,
18,37,français,
19,37,français,
1,38,français,
2,38,français,
3,38,français,
4,38,français,
5,38,français,
6,38,français,
7,38,français,
8,38,français,
9,38,français,
10,38,français,
11,38,français,
12,38,français,
13,38,français,
14,38,français,
15,38,français,
16,38,français,
17,38,français,
18,38,français,
19,38,français,
1,39,français,
2,39,français,
3,39,français,
4,39,français,
5,39,français,
6,39,français,
7,39,français,
8,39,français,
9,39,français,
10,39,français,
11,39,français,
12,39,français,
13,39,français,
14,39,français,
15,39,français,
16,39,français,
17,39,français,
18,39,français,
19,39,français,
1,40,français,
2,40,français,
3,40,français,
4,40,français,
5,40,français,
6,40,français,
7,40,français,
8,40,français,
9,40,français,
10,40,français,
11,40,français,
12,40,français,
13,40,français,
14,40,français,
15,40,français,
16,40,français,
17,40,français,
18,40,français,
19,40,français,
1,41,français,
2,41,français,
3,41,français,
4,41,français,
5,41,français,
6,41,français,
7,41,français,
8,41,français,
9,41,français,
10,41,français,
11,41,français,
12,41,français,
13,41,français,
14,41,français,
15,41,français,
16,41,français,
17,41,français,
18,41,français,
19,41,français,
1,42,français,
2,42,français,
3,42,français,
4,42,français,
5,42,français,
6,42,français,
7,42,français,
8,42,français,
9,42,français,
10,42,français,
11,42,français,
12,42,français,
13,42,français,
14,42,français,
15,42,français,
16,42,français,
17,42,français,
18,42,français,
19,42,français,
1,43,français,
2,43,français,
3,43,français,
4,43,français,
5,43,français,
6,43,français,
7,43,français,
8,43,français,
9,43,français,
10,43,français,
11,43,français,
12,43,français,
13,43,français,
14,43,français,
15,43,français,
16,43,français,
17,43,français,
18,43,français,
19,43,français,
1,44,français,
2,44,français,
3,44,français,
4,44,français,
5,44,français,
6,44,français,
7,44,français,
8,44,français,
9,44,français,
10,44,français,
11,44,français,
12,44,français,
13,44,français,
14,44,français,
15,44,français,
16,44,français,
17,44,français,
18,44,français,
19,44,français,
1,45,français,
2,45,français,
3,45,français,
4,45,français,
5,45,français,
6,45,français,
7,45,français,
8,45,français,
9,45,français,
10,45,français,
11,45,français,
12,45,français,
13,45,français,
14,45,français,
15,45,français,
16,45,français,
17,45,français,
18,45,français,
19,45,français,
1,46,français,
2,46,français,
3,46,français,
4,46,français,
5,46,français,
6,46,français,
7,46,français,
8,46,français,
9,46,français,
10,46,français,
11,46,français,
12,46,français,
13,46,français,
14,46,français,
15,46,français,
16,46,français,
17,46,français,
18,46,français,
19,46,français,
1,47,français,
2,47,français,
3,47,français,
4,47,français,
5,47,français,
6,47,français,
7,47,français,
8,47,français,
9,47,français,
10,47,français,
11,47,français,
12,47,français,
13,47,français,
14,47,français,
15,47,français,
16,47,français,
17,47,français,
18,47,français,
19,47,français,
1,48,français,
2,48,français,
3,48,français,
4,48,français,
5,48,français,
6,48,français,
7,48,français,
8,48,français,
9,48,français,
10,48,français,
11,48,français,
12,48,français,
13,48,français,
14,48,français,
15,48,français,
16,48,français,
17,48,français,
18,48,français,
19,48,français,
1,49,français,
2,49,français,
3,49,français,
4,49,français,
5,49,français,
6,49,français,
7,49,français,
8,49,français,
9,49,français,
10,49,français,
11,49,français,
12,49,français,
13,49,français,
14,49,français,
15,49,français,
16,49,français,
17,49,français,
18,49,français,
19,49,français,
1,50,français,
2,50,français,
3,50,français,
4,50,français,
5,50,français,
6,50,français,
7,50,français,
8,50,français,
9,50,français,
10,50,français,
11,50,français,
12,50,français,
13,50,français,
14,50,français,
15,50,français,
16,50,français,
17,50,français,
18,50,français,
19,50,français,
1,51,français,
2,51,français,
3,51,français,
4,51,français,
5,51,français,
6,51,français,
7,51,français,
8,51,français,
9,51,français,
10,51,français,
11,51,français,
12,51,français,
13,51,français,
14,51,français,
15,51,français,
16,51,français,
17,51,français,
18,51,français,
19,51,français,
1,52,français,
2,52,français,
3,52,français,
4,52,français,
5,52,français,
6,52,français,
7,52,français,
8,52,français,
9,52,français,
10,52,français,
11,52,français,
12,52,français,
13,52,français,
14,52,français,
15,52,français,
16,52,français,
17,52,français,
18,52,français,
19,52,français,
1,53,français,
2,53,français,
3,53,français,
4,53,français,
5,53,français,
6,53,français,
7,53,français,
8,53,français,
9,53,français,
10,53,français,
11,53,français,
12,53,français,
13,53,français,
14,53,français,
15,53,français,
16,53,français,
17,53,français,
18,53,français,
19,53,français,
1,54,français,
2,54,français,
3,54,français,
4,54,français,
5,54,français,
6,54,français,
7,54,français,
8,54,français,
9,54,français,
10,54,français,
11,54,français,
12,54,français,
13,54,français,
14,54,français,
15,54,français,
16,54,français,
17,54,français,
18,54,français,
19,54,français,
1,55,français,
2,55,français,
3,55,français,
4,55,français,
5,55,français,
6,55,français,
7,55,français,
8,55,français,
9,55,français,
10,55,français,
11,55,français,
12,55,français,
13,55,français,
14,55,français,
15,55,français,
16,55,français,
17,55,français,
18,55,français,
19,55,français,
1,56,français,
2,56,français,
3,56,français,
4,56,français,
5,56,français,
6,56,français,
7,56,français,
8,56,français,
9,56,français,
10,56,français,
11,56,français,
12,56,français,
13,56,français,
14,56,français,
15,56,français,
16,56,français,
17,56,français,
18,56,français,
19,56,français,
1,57,français,
2,57,français,
3,57,français,
4,57,français,
5,57,français,
6,57,français,
7,57,français,
8,57,français,
9,57,français,
10,57,français,
11,57,français,
12,57,français,
13,57,français,
14,57,français,
15,57,français,
16,57,français,
17,57,français,
18,57,français,
19,57,français,
1,58,français,
2,58,français,
3,58,français,
4,58,français,
5,58,français,
6,58,français,
7,58,français,
8,58,français,
9,58,français,
10,58,français,
11,58,français,
12,58,français,
13,58,français,
14,58,français,
15,58,français,
16,58,français,
17,58,français,
18,58,français,
19,58,français,
1,59,français,
2,59,français,
3,59,français,
4,59,français,
5,59,français,
6,59,français,
7,59,français,
8,59,français,
9,59,français,
10,59,français,
11,59,français,
12,59,français,
13,59,français,
14,59,français,
15,59,français,
16,59,français,
17,59,français,
18,59,français,
19,59,français,
1,60,français,
2,60,français,
3,60,français,
4,60,français,
5,60,français,
6,60,français,
7,60,français,
8,60,français,
9,60,français,
10,60,français,
11,60,français,
12,60,français,
13,60,français,
14,60,français,
15,60,français,
16,60,français,
17,60,français,
18,60,français,
19,60,français,
1,61,français,
2,61,français,
3,61,français,
4,61,français,
5,61,français,
6,61,français,
7,61,français,
8,61,français,
9,61,français,
10,61,français,
11,61,français,
12,61,français,
13,61,français,
14,61,français,
15,61,français,
16,61,français,
17,61,français,
18,61,français,
19,61,français,
1,62,français,
2,62,français,
3,62,français,
4,62,français,
5,62,français,
6,62,français,
7,62,français,
8,62,français,
9,62,français,
10,62,français,
11,62,français,
12,62,français,
13,62,français,
14,62,français,
15,62,français,
16,62,français,
17,62,français,
18,62,français,
19,62,français,
1,63,français,
2,63,français,
3,63,français,
4,63,français,
5,63,français,
6,63,français,
7,63,français,
8,63,français,
9,63,français,
10,63,français,
11,63,français,
12,63,français,
13,63,français,
14,63,français,
15,63,français,
16,63,français,
17,63,français,
18,63,français,
19,63,français,
1,64,français,
2,64,français,
3,64,français,
4,64,français,
5,64,français,
6,64,français,
7,64,français,
8,64,français,
9,64,français,
10,64,français,
11,64,français,
12,64,français,
13,64,français,
14,64,français,
15,64,français,
16,64,français,
17,64,français,
18,64,français,
19,64,français,
1,65,français,
2,65,français,
3,65,français,
4,65,français,
5,65,français,
6,65,français,
7,65,français,
8,65,français,
9,65,français,
10,65,français,
11,65,français,
12,65,français,
13,65,français,
14,65,français,
15,65,français,
16,65,français,
17,65,français,
18,65,français,
19,65,français,
1,66,français,
2,66,français,
3,66,français,
4,66,français,
5,66,français,
6,66,français,
7,66,français,
8,66,français,
9,66,français,
10,66,français,
11,66,français,
12,66,français,
13,66,français,
14,66,français,
15,66,français,
16,66,français,
17,66,français,
18,66,français,
19,66,français,
1,67,français,
2,67,français,
3,67,français,
4,67,français,
5,67,français,
6,67,français,
7,67,français,
8,67,français,
9,67,français,
10,67,français,
11,67,français,
12,67,français,
13,67,français,
14,67,français,
15,67,français,
16,67,français,
17,67,français,
18,67,français,
19,67,français,
1,68,français,
2,68,français,
3,68,français,
4,68,français,
5,68,français,
6,68,français,
7,68,français,
8,68,français,
9,68,français,
10,68,français,
11,68,français,
12,68,français,
13,68,français,
14,68,français,
15,68,français,
16,68,français,
17,68,français,
18,68,français,
19,68,français,
1,69,français,
2,69,français,
3,69,français,
4,69,français,
5,69,français,
6,69,français,
7,69,français,
8,69,français,
9,69,français,
10,69,français,
11,69,français,
12,69,français,
13,69,français,
14,69,français,
15,69,français,
16,69,français,
17,69,français,
18,69,français,
19,69,français,
1,70,français,
2,70,français,
3,70,français,
4,70,français,
5,70,français,
6,70,français,
7,70,français,
8,70,français,
9,70,français,
10,70,français,
11,70,français,
12,70,français,
13,70,français,
14,70,français,
15,70,français,
16,70,français,
17,70,français,
18,70,français,
19,70,français,
1,71,français,
2,71,français,
3,71,français,
4,71,français,
5,71,français,
6,71,français,
7,71,français,
8,71,français,
9,71,français,
10,71,français,
11,71,français,
12,71,français,
13,71,français,
14,71,français,
15,71,français,
16,71,français,
17,71,français,
18,71,français,
19,71,français,
1,72,français,
2,72,français,
3,72,français,
4,72,français,
5,72,français,
6,72,français,
7,72,français,
8,72,français,
9,72,français,
10,72,français,
11,72,français,
12,72,français,
13,72,français,
14,72,français,
15,72,français,
16,72,français,
17,72,français,
18,72,français,
19,72,français,
1,73,français,
2,73,français,
3,73,français,
4,73,français,
5,73,français,
6,73,français,
7,73,français,
8,73,français,
9,73,français,
10,73,français,
11,73,français,
12,73,français,
13,73,français,
14,73,français,
15,73,français,
16,73,français,
17,73,français,
18,73,français,
19,73,français,
